rr,rr_reduced,total_traced,inf_p
3,1,62,2
1,0,7,2
3,0,39,1
4,4,113,5
3,1,14,2
2,2,49,5
1,0,19,4
1,1,13,5
2,2,30,5
2,2,48,5
3,0,14,1
1,1,6,5
0,0,6,5
5,5,114,5
5,0,31,2
0,0,2,5
0,0,83,5
0,0,31,5
3,0.3999999999999999,62,4
1,1,4,5
5,5,59,5
1,1,73,5
0,0,0,2
1,1,20,5
2,0,46,3
0,0,0,3
9,2,46,1
4,4,24,5
2,2,58,5
1,1,18,5
0,0,5,5
0,0,4,5
2,1,17,3
1,1,22,5
1,1,9,5
4,0,68,1
1,0,1,4
10,1.4000000000000004,158,4
0,0,6,5
0,0,0,5
4,4,45,5
2,0,26,4
1,1,2,5
0,0,4,5
1,1,34,5
0,0,1,1
0,0,25,5
0,0,22,5
4,1,26,2
0,0,9,1
0,0,9,3
4,0,37,1
1,0,2,1
1,0,35,2
0,0,7,5
0,0,2,2
2,2,60,5
1,1,33,5
8,8,205,5
0,0,11,5
0,0,4,2
1,0,19,2
4,4,73,5
0,0,0,5
1,1,14,5
3,3,23,5
0,0,9,5
1,1,12,2
0,0,23,5
10,10,193,5
6,6,197,5
6,6,176,5
2,2,21,5
0,0,3,5
0,0,26,5
5,2.2,52,4
0,0,3,5
4,0,34,1
0,0,5,5
2,0,25,1
1,1,5,5
0,0,31,5
1,1,8,5
0,0,4,1
2,2,87,5
5,0,21,1
6,0,59,3
0,0,11,5
4,0,20,4
0,0,6,5
2,2,44,5
8,8,94,5
0,0,7,1
3,0,34,3
2,2,41,5
0,0,14,5
6,6,89,5
0,0,1,2
0,0,17,5
0,0,9,3
4,0.5999999999999996,38,4
6,0,55,1
2,0,12,3
1,1,53,5
2,1.2,24,4
2,0,50,4
2,2,14,3
0,0,13,4
3,1,24,2
0,0,15,5
1,0,12,1
5,5,49,5
23,3.5999999999999996,342,4
1,1,37,5
5,1.2,18,4
0,0,4,5
2,0,17,2
0,0,7,5
4,0,67,4
2,2,27,5
0,0,34,5
4,1,40,2
4,0,66,1
0,0,3,3
3,0,33,1
0,0,5,4
2,2,40,3
1,1,54,5
1,1,3,5
3,3,23,5
2,2,51,5
1,0,4,2
8,8,71,5
2,0,18,1
3,2,38,2
3,3,54,5
1,1,3,5
1,0,2,4
1,1,21,1
1,1,16,5
1,1,33,5
1,1,34,5
0,0,8,5
1,1,70,5
2,1,8,4
1,0,20,1
0,0,20,5
3,1,27,2
0,0,20,5
1,1,3,4
0,0,15,5
0,0,68,5
9,9,138,5
1,1,13,5
1,0,28,4
22,22,541,5
1,0,9,2
2,2,91,5
1,1,26,5
2,1,9,2
1,0,16,2
2,0,8,4
1,1,9,5
1,1,15,5
0,0,0,1
3,1.2,21,4
1,1,42,5
0,0,1,5
0,0,4,5
2,0,16,3
1,1,3,5
3,1,40,2
1,1,8,5
8,8,52,5
1,0,6,3
4,2,23,4
5,2,38,4
1,1,2,5
0,0,6,2
1,1,32,5
10,10,86,5
5,1,27,3
2,2,10,5
1,1,11,5
1,0,14,3
3,3,95,5
1,1,23,5
4,0,80,3
1,0,4,4
0,0,7,5
27,0,441,1
4,0,78,1
1,1,21,3
8,2,34,2
2,0.19999999999999996,23,4
1,1,5,5
2,0,37,4
1,0,25,1
4,0,16,3
6,0,86,1
