rr,rr_reduced,total_traced,inf_p
2,0,5,1
1,0,17,4
10,2.8,81,4
0,0,0,5
2,0,23,1
4,4,21,5
3,3,48,5
18,2,160,4
15,2,179,2
0,0,45,3
6,1,82,1
1,1,58,5
4,4,56,5
11,3,148,3
1,0,30,1
3,0,12,1
3,3,102,5
4,4,32,5
1,0,11,1
8,8,184,5
0,0,5,5
0,0,19,5
6,2,80,3
2,0,4,2
1,1,20,5
3,3,94,5
1,0,7,1
7,2.2,52,4
3,3,92,5
4,0,95,1
0,0,9,3
0,0,34,5
11,0,83,2
0,0,3,2
8,1,63,3
2,1,21,2
1,1,20,5
3,0,8,1
4,0,46,1
4,0,9,3
7,0,44,1
1,0,11,2
1,1,12,5
8,0,93,1
0,0,18,5
1,0.19999999999999996,1,4
1,1,11,5
1,0.19999999999999996,20,4
2,0.19999999999999996,22,4
1,1,37,5
2,0,6,1
5,5,69,5
0,0,2,5
0,0,9,3
3,3,31,5
1,0,10,1
1,1,23,5
0,0,1,5
1,1,27,5
2,2,37,5
1,1,34,5
1,1,19,5
5,0,29,1
8,2,145,1
2,0,28,3
0,0,21,5
4,1,14,2
4,0,39,1
0,0,4,5
6,0,70,4
1,1,13,5
3,3,73,5
0,0,14,5
4,0,28,1
0,0,7,5
1,0,5,2
4,0,97,4
0,0,53,5
1,1,30,5
8,0,42,3
1,1,24,5
9,9,309,5
1,0,1,4
1,0,77,4
4,0,35,1
6,0,85,4
2,2,17,5
0,0,3,3
3,3,145,5
3,0,22,3
0,0,43,2
0,0,15,5
4,4,32,5
5,0,40,3
2,2,34,5
9,2,74,2
4,0,22,1
0,0,11,4
7,1,48,2
0,0,16,5
0,0,4,5
0,0,1,3
1,1,40,5
6,6,152,5
2,0,13,1
0,0,0,1
1,0,14,1
9,9,62,5
3,3,24,5
5,5,91,5
0,0,1,3
1,0,27,1
3,1,12,1
4,4,118,5
1,1,8,5
1,0,20,2
1,1,42,5
1,1,3,5
4,0,31,3
8,0.20000000000000018,167,4
5,0,36,1
5,0,100,2
0,0,2,5
1,1,39,5
1,0,27,2
2,0,34,3
1,0,11,2
1,0.19999999999999996,1,4
1,1,2,5
2,2,18,5
5,5,105,5
1,1,4,5
4,0,30,2
1,1,33,5
1,1,14,5
2,0,40,3
2,0,11,2
0,0,2,5
0,0,6,5
0,0,1,1
4,4,133,5
1,1,14,5
0,0,2,5
14,5,138,3
0,0,3,5
10,3,78,2
4,1,83,2
1,1,7,5
1,0,3,2
1,0,4,4
2,0,34,2
1,0,1,1
1,1,12,5
2,2,20,5
3,3,123,5
2,1.2,28,4
12,12,292,5
5,5,52,5
1,0,2,1
0,0,0,4
2,2,42,5
1,0,4,1
2,2,36,5
1,0,15,2
2,0,12,2
2,0,13,1
0,0,15,5
1,1,29,5
0,0,12,5
0,0,28,1
0,0,20,5
3,0,20,1
0,0,25,3
0,0,45,5
2,2,33,5
2,2,15,5
0,0,130,5
2,0,14,4
1,0,9,3
0,0,16,5
13,2,111,4
0,0,0,3
0,0,8,5
1,1,20,5
6,1,52,1
0,0,19,5
3,3,10,5
0,0,11,5
1,0,3,1
1,0,2,4
5,1,89,1
0,0,7,5
1,0,28,2
1,0,10,4
3,1,37,3
14,1,91,2
2,2,3,5
1,1,24,5
1,0,8,4
1,1,23,5
3,0,19,1
4,4,24,5
1,0,33,1
1,1,6,5
3,3,37,5
3,3,81,5
2,0.19999999999999996,28,4
0,0,2,5
0,0,1,5
1,1,49,5
2,2,3,5
0,0,5,5
1,0,6,4
0,0,22,5
0,0,2,5
5,5,35,5
1,1,16,5
3,3,99,5
3,0.20000000000000018,27,4
2,2,59,5
6,0,47,3
1,1,43,5
3,3,45,5
2,0,12,3
0,0,19,5
0,0,2,4
0,0,5,4
2,2,2,5
1,0,6,1
0,0,39,5
2,2,12,5
3,0.19999999999999996,40,4
2,0,9,3
1,1,23,5
3,0,70,1
4,0,38,1
4,4,80,5
1,1,2,5
0,0,3,5
1,1,48,5
8,8,143,5
11,11,219,5
3,3,82,5
9,0,116,1
4,0,33,3
3,1,22,1
7,1,91,4
1,0,2,1
1,0,6,2
3,0,31,1
3,1,14,4
4,4,125,5
0,0,46,5
0,0,10,5
1,1,72,5
0,0,11,5
1,0,20,4
1,0.19999999999999996,8,4
0,0,14,5
4,0,46,3
4,4,25,5
0,0,3,4
5,1,49,2
1,1,19,5
3,0,13,4
1,0,28,1
2,2,23,5
8,8,245,5
1,1,11,5
0,0,35,5
1,0,2,1
0,0,5,5
3,3,70,5
1,1,55,5
5,5,124,5
0,0,18,5
2,0,15,2
1,1,27,5
1,0.19999999999999996,1,4
1,1,20,5
0,0,9,5
5,0,33,3
6,1,50,2
0,0,60,5
6,0,114,3
0,0,6,4
0,0,8,4
0,0,10,4
3,0,45,2
1,0,50,3
0,0,9,5
1,1,44,5
3,0,24,1
